"tweet_id","hashtag_name","time"
"2105","#demsinphilly                 ","2016-07-26T21:14:13      "
"2106","#demsinphilly                 ","2016-07-26T21:02:01      "
"2107","#wemadehistory                ","2016-07-26T20:27:15      "
"2112","#demconvention                ","2016-07-26T18:29:23      "
"2113","#demsinphl                    ","2016-07-26T18:20:48      "
"2114","#makeamericagreatagain        ","2016-07-26T17:53:40      "
"2115","#maga                         ","2016-07-26T17:43:45      "
"2115","#trumppence16                 ","2016-07-26T17:43:45      "
"2116","#maga                         ","2016-07-26T17:22:33      "
"2116","#trumppence16                 ","2016-07-26T17:22:33      "
"2117","#demsinphl                    ","2016-07-26T16:18:14      "
"2118","#demsinphl                    ","2016-07-26T13:11:37      "
"2124","#demsinphilly                 ","2016-07-26T03:22:21      "
"2125","#demsinphilly                 ","2016-07-26T03:19:38      "
"2130","#demsinphilly                 ","2016-07-26T03:07:41      "
"2132","#demsinphilly                 ","2016-07-26T03:04:56      "
"2135","#demsinphilly                 ","2016-07-26T02:55:53      "
"2136","#demsinphilly                 ","2016-07-26T02:49:57      "
"2137","#demsinphilly                 ","2016-07-26T02:46:55      "
"2140","#demsinphilly                 ","2016-07-26T02:41:43      "
"2141","#demsinphilly                 ","2016-07-26T02:39:51      "
"2142","#demsinphilly                 ","2016-07-26T02:39:19      "
"2145","#demsinphilly                 ","2016-07-26T02:34:40      "
"2148","#demsinphilly                 ","2016-07-26T02:27:48      "
"2149","#demconvention                ","2016-07-26T02:26:28      "
"2150","#demsinphilly                 ","2016-07-26T02:21:30      "
"2152","#demsinphilly                 ","2016-07-26T02:19:26      "
"2153","#demsinphilly                 ","2016-07-26T02:16:18      "
"2155","#demsinphilly                 ","2016-07-26T02:15:11      "
"2158","#demsinphilly                 ","2016-07-26T02:12:21      "
"2161","#demconvention                ","2016-07-26T01:58:47      "
"2162","#demsinphilly                 ","2016-07-26T01:57:36      "
"2163","#demsinphilly                 ","2016-07-26T01:57:02      "
"2164","#demsinphilly                 ","2016-07-26T01:55:29      "
"2165","#demsinphilly                 ","2016-07-26T01:52:46      "
"2169","#demsinphilly                 ","2016-07-26T01:38:07      "
"2171","#demconvention                ","2016-07-26T01:36:51      "
"2172","#demsinphilly                 ","2016-07-26T01:26:00      "
"2173","#demsinphilly                 ","2016-07-26T01:17:31      "
"2174","#demsinphilly                 ","2016-07-26T01:09:39      "
"2175","#demsinphilly                 ","2016-07-26T00:29:41      "
"2180","#demsinphilly                 ","2016-07-26T00:03:50      "
"2181","#demsinphilly                 ","2016-07-25T23:55:19      "
"2182","#demsinphilly                 ","2016-07-25T23:45:38      "
"2185","#demsinphilly                 ","2016-07-25T22:18:17      "
"2186","#lovetrumpshate               ","2016-07-25T22:02:40      "
"2186","#demsinphilly                 ","2016-07-25T22:02:40      "
"2187","#demsinphilly                 ","2016-07-25T21:57:14      "
"2190","#demconvention                ","2016-07-25T21:33:49      "
"2193","#trumppence16                 ","2016-07-25T21:24:28      "
"2194","#trumppence16                 ","2016-07-25T21:12:39      "
"2195","#lgbt                         ","2016-07-25T20:31:30      "
