2137,#demsinphilly                 ,2016-07-26
2140,#demsinphilly                 ,2016-07-26
2141,#demsinphilly                 ,2016-07-26
2142,#demsinphilly                 ,2016-07-26
2145,#demsinphilly                 ,2016-07-26
2148,#demsinphilly                 ,2016-07-26
2149,#demconvention                ,2016-07-26
2150,#demsinphilly                 ,2016-07-26
2152,#demsinphilly                 ,2016-07-26
2153,#demsinphilly                 ,2016-07-26
2155,#demsinphilly                 ,2016-07-26
2158,#demsinphilly                 ,2016-07-26
2161,#demconvention                ,2016-07-26
2162,#demsinphilly                 ,2016-07-26
2163,#demsinphilly                 ,2016-07-26
2164,#demsinphilly                 ,2016-07-26
2165,#demsinphilly                 ,2016-07-26
2169,#demsinphilly                 ,2016-07-26
2171,#demconvention                ,2016-07-26
2172,#demsinphilly                 ,2016-07-26
2173,#demsinphilly                 ,2016-07-26
2174,#demsinphilly                 ,2016-07-26
2175,#demsinphilly                 ,2016-07-26
2180,#demsinphilly                 ,2016-07-26
2181,#demsinphilly                 ,2016-07-25
2182,#demsinphilly                 ,2016-07-25
2185,#demsinphilly                 ,2016-07-25
2186,#lovetrumpshate               ,2016-07-25
2186,#demsinphilly                 ,2016-07-25
2187,#demsinphilly                 ,2016-07-25
2190,#demconvention                ,2016-07-25
2193,#trumppence16                 ,2016-07-25
2194,#trumppence16                 ,2016-07-25
2195,#lgbt                         ,2016-07-25
2196,#demconvention                ,2016-07-25
2197,#demconvention                ,2016-07-25
2199,#trumppence16                 ,2016-07-25
2214,#maga                         ,2016-07-25
2220,#makeamericagreatagain        ,2016-07-25
2254,#rncincle                     ,2016-07-23
2256,#hillarykaine2016             ,2016-07-23
2261,#clintonkaine                 ,2016-07-23
2291,#imwithher                    ,2016-07-23
2293,#strongertogether             ,2016-07-23
2304,#makeamericasafeagain         ,2016-07-23
2310,#imwithher                    ,2016-07-23
2310,#clintonkaine                 ,2016-07-23
2317,#virwinia                     ,2016-07-23
2342,#rncincle                     ,2016-07-22
2351,#rncincle                     ,2016-07-22
2353,#trumppence16                 ,2016-07-22
2360,#rncincle                     ,2016-07-22
